NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Age,Phases,Study Type,Study Design,Other IDs,Study Documents
NCT00853112,A Research Study To Assess The Effectiveness And Safety Of Different Doses Of Oral PF-00489791 In The Treatment Of Adult Patients With Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT00853112,,TERMINATED,YES,"Hypertension, Pulmonary",DRUG: PF-00489791|DRUG: PF-00489791|DRUG: PF-00489791|DRUG: PF-00489791|DRUG: PF-00489791|DRUG: placebo|DRUG: sildenafil,"Mean Change From Baseline in Pulmonary Vascular Resistance Index (PVRI) Over 4 Hours Post Dose, PVRI was calculated as: PVRI (in Wood units\*meter\^2 \[m\^2\]) = pulmonary vascular resistance (PVR) multiplied by body surface area (BSA). PVR (in Wood units) = (mean pulmonary artery pressure \[mean PAP\] minus pulmonary capillary wedge pressure \[PCWP\]) divided by cardiac output (CO, taken as the average of the triplicate measurements). BSA (m\^2) = (0.007184) multiplied by (height in centimeters \[cm\])\^0.725 multiplied by (weight in kilograms \[kg\])\^0.425. PVRI values were converted to dyne\*second (s)\*m\^2/centimeter (cm)\^5 from Woods units by multiplying by a factor of 79.9. The change from baseline in PVRI over 4-hour interval was calculated as the average of the change from baseline values at 1, 2, 3, and 4 hours post dose on Day 1., Baseline, up to 4 hours post-dose on Day 1","Greatest Reduction From Baseline in Pulmonary Vascular Resistance Index (PVRI) and Systemic Vascular Resistance Index (SVRI) Over 4 Hours Post Dose, PVRI was calculated as: PVRI (in Wood units\*m\^2) = PVR multiplied by BSA. PVR (in Wood units) = (mean PAP minus PCWP) divided by CO (taken as the average of the triplicate measurements). SVRI was calculated as: SVRI (Wood units\*m\^2) = systemic vascular resistance (SVR) multiplied by BSA. SVR (Wood units) = (mean systemic arterial pressure \[mean SAP\] minus right atrial pressure \[RAP\]) divided by CO (taken as the average of the triplicate measurements). BSA (m\^2) = (0.007184) multiplied by (height in cm)\^0.725 multiplied by (weight in kg)\^0.425. PVRI and SVRI values were converted to dyne\*s\*m\^2/cm\^5 from Woods units by multiplying by a factor of 79.9. For each participant the greatest reduction (GR) from baseline in PVRI and SVRI over 4-hour interval was defined as the maximum reduction (greatest decrease or smallest increase) observed at 1, 2, 3, and 4 hours post dose on Day 1., Baseline, up to 4 hours post-dose on Day 1|Mean Change From Baseline in Systemic Vascular Resistance Index (SVRI) Over 4 Hours Post Dose, SVRI was calculated as: SVRI (Wood units\*m\^2) = SVR multiplied by BSA. SVR (Wood units) = (mean SAP minus RAP) divided by CO (taken as the average of the triplicate measurements). BSA (m\^2) = (0.007184) multiplied by (height in cm)\^0.725 multiplied by (weight in kg)\^0.425. SVRI values were converted to dyne\*s\*m\^2/cm\^5 from Woods units by multiplying by a factor of 79.9. The change from baseline in SVRI over 4-hour interval was calculated as the average of the change from baseline values at 1, 2, 3, and 4 hours post dose on Day 1., Baseline, up to 4 hours post-dose on Day 1|Change From Baseline in Pulmonary Vascular Resistance Index (PVRI) at Hour 1, 2, 3 and 4 Post Dose, PVRI was calculated as: PVR multiplied by BSA. PVR = (mean PAP minus PCWP) divided by CO (taken as the average of the triplicate measurements). BSA (m\^2) = 0.007184 times height (cm)\^0.725 times weight (kilogram)\^0.425. Wood unit equals to 79.9 dyne\*second/cm\^5. Hourly changes from baseline in PVRI was reported., Baseline, 1, 2, 3, 4 hours post-dose on Day 1|Change From Baseline in Systemic Vascular Resistance Index (SVRI) at Hour 1, 2, 3 and 4 Post Dose, SVRI is the product of SVR and BSA. SVR equals to (mean SAP subtracted by RAP) divided by CO (taken as the average of the triplicate measurements). BSA (m\^2) equals to 0.007184 times height (cm)\^0.725 times weight (kilogram) \^0.425. Wood unit equals to 79.9 dyne\*second/cm\^5. Hourly changes from baseline in SVRI was reported., Baseline, 1, 2, 3, 4 hours post-dose on Day 1|Change From Baseline in Cardiac Index (CI) at Hour 1, 2, 3 and 4 Post Dose, CI was calculated as: CI (liters per minute per square meter \[L/min/m\^2\]) = CO (taken as the average of the triplicate measurements) divided by BSA. BSA (m\^2) = (0.007184) multiplied by (height in cm)\^0.725 multiplied by (weight in kg)\^0.425., Baseline, 1, 2, 3, 4 hours post-dose on Day 1|Change From Baseline in Mean Pulmonary Artery Pressure (mPAP), Systolic Pulmonary Artery Pressure (sPAP), Diastolic Pulmonary Artery Pressure (dPAP), Right Atrial Pressure (RAP) at Hour 1, 2, 3 and 4 Post Dose, Hourly changes from baseline in hemodynamic parameters were reported. Hemodynamic parameters including mPAP, sPAP, dPAP and RAP were measured using a pressure transducer positioned at the mid-axillary line with the participant in the supine position. All hemodynamic pressure measurements were performed as triplicate measurements and average was used., Baseline, 1, 2, 3, 4 hours post-dose on Day 1|Change From Baseline in Pulmonary Capillary Wedge Pressure (PCWP), Mean Systemic Arterial Pressure (SAP), Systolic Systemic Arterial Pressure (sSAP) and Diastolic Systemic Arterial Pressure (dSAP) at Hour 1, 2, 3 and 4 Post Dose, Hourly changes from baseline in hemodynamic parameters were reported. Hemodynamic parameters including PCWP, SAP, sSAP and dSAP were measured using a pressure transducer positioned at the mid-axillary line with the participant in the supine position. All hemodynamic pressure measurements (except PCWP for which 1 measurement is sufficient) were performed as triplicate measurements and average was used., Baseline, 1, 2, 3, 4 hours post-dose on Day 1|Mean Change From Baseline in Pulmonary Vascular Resistance (PVR) and Systemic Vascular Resistance (SVR) at Hour 1, 2, 3 and 4 Post Dose, Hourly changes from baseline in PVR and SVR were reported. PVR was calculated by: PVR (Wood units) = (mean PAP minus PCWP) divided by CO (taken as the average of the triplicate measurements). SVR (Wood units) = (mean SAP minus RAP) divided by CO (taken as the average of the triplicate measurements)., Baseline, 1, 2, 3, 4 hours post-dose on Day 1|Mean Change From Baseline in Heart Rate (HR) at Hour 1, 2, 3 and 4 Post Dose, Hourly changes from baseline in HR were reported., Baseline, 1, 2, 3, 4 hours post-dose on Day 1|Number of Participants With Clinically Significant Laboratory Values, Criteria for clinically significant laboratory values:hemoglobin, hematocrit and red blood cells(less than\[\<\]0.8\*lower limit of normal\[LLN\]); leucocytes (\<0.6\*LLN/greater than\[\>\]1.5\*upper limit of normal\[ULN\]);platelets (\<0.5\*LLN\>\</0\>1.75\* ULN);neutrophils, lymphocytes(\<0.8\*LLN\>\</0\>1.2\* ULN); eosinophils, basophils, monocytes (\>1.2\*ULN);bilirubin (\>1.5\*ULN);aspartate aminotransferase (AST), alanine aminotransferase (ALT), alkaline phosphatase(\>3\*ULN);creatinine, blood urea nitrogen (\>1.3\*ULN);glucose(\<0.6\*LLN\>\</0\>1.5\* ULN); uric acid(\>1.2\*ULN);sodium(\<0.95\*LLN\>\</0\>1.05\*ULN); potassium, chloride, calcium(\<0.9\*LLN\>\</0\>1.1\* ULN); albumin, total protein(\<0.8\>\</0\>1.2\* ULN); creatine kinase(\>2.0\*ULN);urine red blood cells(RBCs), urine white blood cells(WBCs)(\>=6 per high-powered field);qualitative urine glucose, urine ketones, urine protein, urine blood/hemoglobin(\>=1); urine bacteria(\>20 per high-powered field); pregnancy test, urine protein, quantitative random serum pregnancy test (\>=1)., Baseline up-to follow up (Day 3 to 5)|Number of Participants With Clinically Significant Change in Electrocardiogram (ECG) Values, Criteria for clinically significant changes (changes of potential clinical concern) in ECG parameters: increase from baseline of \>=30 to \<60 milliseconds (msec) or \>=60 msec in corrected QT interval (QTc), QT interval corrected using Fridericia's correction (QTcF) and QT interval corrected using Bazett's correction (QTcB); Increase from baseline of \>= 25% (when baseline was \>200 msec) or increase from baseline of \>=50% (when baseline was \<=200 msec) in PR interval; and Increase from baseline of \>= 25% (when baseline was \>100 msec) or increase from baseline of \>=50% (when baseline was \<=100 msec) in QRS interval. Number of participants with any clinically significant change in ECG values were reported., Baseline up-to follow up (Day 3 to 5)|Change From Baseline in Mean Partial Pressure of Oxygen (PaO2) and Carbon Dioxide (PaCO2) at Hour 1 and 4 Post Dose, Arterial blood samples for PaO2 and PaCO2 collected via an arterial line were assessed. PaO2 is the measure of oxygen level in the arterial blood and PaCO2 is the measure of carbon dioxide level in the arterial blood., Baseline; 1, 4 hours post-dose on Day 1|Plasma Concentration of PF-00489791 and Sildenafil, 1, 2, 3, 4, 5, 6, 8 hours post-dose on Day 1, follow up (Day 3 to 5)",,Pfizer,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",A7331009|2008-003572-21,
NCT02587325,Phase 1/1b Study With Nab-sirolimus for Patients With Severe Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT02587325,,COMPLETED,NO,Pulmonary Hypertension,"DRUG: nab-sirolimus (also known as ABI-009, nab-rapamycin, albumin-bound rapamycin)","MTD, Maximum-Tolerated Dose, 16 weeks|DLT, Dose-limiting toxicities, 16 weeks",,,"Aadi Bioscience, Inc.",,"ADULT, OLDER_ADULT",PHASE1,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PAH-001,
NCT03992755,Extension Study for Participants in LIQ861 Trials to Evaluate the Long-term Safety of Dry Powder Inhalation of Treprostinil,https://beta.clinicaltrials.gov/study/NCT03992755,,UNKNOWN,NO,Primary Pulmonary Hypertension,DRUG: LIQ861 Inhaled Treprostinil,"Number of participants with treatment emergent adverse events (AEs)., Treatment-emergent adverse events and serious adverse events will be grouped by MedDRA System Organ Class, dose level at onset, time on drug at onset, and relationship to dose titration., Baseline until the end of study, approximately 2.5 years (Dec-2021).",,,"Liquidia Technologies, Inc.","Nuventra, Inc.","ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,LTI-302,
NCT04991155,Effect of Food on BIA 5-1058,https://beta.clinicaltrials.gov/study/NCT04991155,,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: BIA 5-1058,"Maximum observed plasma concentration (Cmax), In all treatment periods, blood samples were taken at the following times: before BIA 5-1058 dosing, and 0.5, 1, 2, 3, 4, 5, 6, 8, 10, 12, 16, 24, 36, 48, 60 and 72 h post-dose, Up to 9 weeks|Time of occurrence of Cmax (tmax), In all treatment periods, blood samples were taken at the following times: before BIA 5-1058 dosing, and 0.5, 1, 2, 3, 4, 5, 6, 8, 10, 12, 16, 24, 36, 48, 60 and 72 h post-dose, Up to 9 weeks|Area under the plasma concentration-time curve (AUC), In all treatment periods, blood samples were taken at the following times: before BIA 5-1058 dosing, and 0.5, 1, 2, 3, 4, 5, 6, 8, 10, 12, 16, 24, 36, 48, 60 and 72 h post-dose, Up to 9 weeks|Area under the plasma concentration-time curve (AUC) from time zero to the last sampling time at which the drug concentration was at or above the lower limit of quantification (AUC0-last), In all treatment periods, blood samples were taken at the following times: before BIA 5-1058 dosing, and 0.5, 1, 2, 3, 4, 5, 6, 8, 10, 12, 16, 24, 36, 48, 60 and 72 h post-dose, Up to 9 weeks",,,Bial - Portela C S.A.,,ADULT,PHASE1,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,BIA-51058-102|2015-001951-65,
NCT05167825,A Study of Macitentan in Japanese Pediatric Participants With Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT05167825,,RECRUITING,NO,Pulmonary Arterial Hypertension,DRUG: Macitentan,"Fold Change in Pulmonary Vascular Resistance Index (PVRI), PVRI fold change at Week 24 is calculated as 100\*(PVRI at Week 24 divided by PVRI at baseline)., Week 24","Change from Baseline at Week 24 in Pulmonary Vascular Resistance (PVR), Change from baseline at Week 24 in PVR as a part of pulmonary hemodynamic parameter will be reported., Baseline and Week 24|Change from Baseline at Week 24 in Mean Right Atrial Pressure (mRAP), Change from baseline at Week 24 in mRAP as a part of pulmonary hemodynamic parameter will be reported., Baseline and Week 24|Change from Baseline at Week 24 in Mean Pulmonary Arterial Pressure (mPAP), Change from baseline at Week 24 in mPAP as a part of pulmonary hemodynamic parameter will be reported. mPAP is calculated as (2\*diastolic pulmonary arterial pressure plus systolic pulmonary arterial pressure) divided by 3., Baseline and Week 24|Change from Baseline at Week 24 in Cardiac Index (CI), Change from baseline at Week 24 in CI will be reported. CI is calculated as cardiac output divided by body surface area., Baseline and Week 24|Change from Baseline at Week 24 in Cardiac Output (CO), The CO was a measured cardiopulmonary hemodynamic parameter. It is the volume of blood expelled by the ventricles of the heart with each beat. It was calculated as the product of stroke volume (output of either ventricle per heartbeat) and the number of beats per minute., Baseline and Week 24|Change from Baseline at Week 24 in Total Pulmonary Resistance (TPR), TPR is a measured hydrodynamic parameter. Change from baseline at Week 24 in TPR will be reported., Baseline and Week 24|Change from Baseline at Week 24 in Mixed Venous Oxygen Saturation (SvO2) at Rest, SvO2 is a measured hydrodynamic parameter. Change from baseline at Week 24 in Svo2 at rest will be reported., Baseline and Week 24|Improvement in World Health Organization (WHO) Functional Class (FC) from Baseline at Week 24, Improvement in WHO FC from baseline at Week 24 will be assessed as per the low (I, II), intermediate (III), and high-risk category (IV)., Baseline and Week 24|Improvement in Panama FC from Baseline at Week 24, Improvement in Panama FC from baseline at Week 24 will be assessed as per the low (I, II), intermediate (III), and high-risk category (IV)., Baseline and Week 24|Change from Baseline at Week 24 in Exercise Capacity (6-Minute Walk Distance [6MWD] as Measured by the 6-Minute walk Test [6MWT])., The 6MWT is a non-encouraged test that measures the distance covered by the participant during a 6-minute walk in developmentally capable children equal or above 6 years of age., Baseline and Week 24|Change from Baseline at Week 24 in N-terminal pro-brain natriuretic peptide (NT-proBNP), The quantitation of NT-proBNP plasma levels will be performed and reported., Baseline and Week 24|Change from Baseline at Week 24 in Tricuspid Annular Plane Systolic Excursion (TAPSE) Measured by Echocardiography, TAPSE is a dimension used to evaluate right ventricle (RV) longitudinal systolic function; it measures the extent of systolic motion of the lateral portion of the tricuspid ring towards the apex., Baseline and Week 24|Change from Baseline at Week 24 in Left Ventricular Eccentricity Index (LVEI) Measured by Echocardiography, For LVEI, left ventricle (LV) internal diameters will be measured and recorded in millimeter (mm) with up to 1 decimal place, using the parasternal short axis view at the level of the papillary muscles., Baseline and Week 24|Change from Baseline at Week 24 in Pediatric Quality of Life Inventory version 4.0 (PedsQL 4.0) Generic Core Scales Short Form (SF-15), The PedsQL 4.0 SF-15 is a questionnaire for quality of life assessment which will assess the general physical, emotional, social and school functioning (15 questions). The questionnaires are adapted for different age groups: toddlers (2-4 years of age), young children (5-7 years of age), children (8-12 years of age), and adolescents (13-14 years of age). It is rated on the scale of 0 to 4 where 0=never, 1=almost never, 2=sometimes, 3=often, and 4=almost always., Baseline and Week 24|Change from Baseline at Week 24 in Physical Activity as Measured by Accelerometry, The physical activity (counts/minute) of the participant is assessed via accelerometer. It is used as a tool to assess functional capacity, disease severity, and prognosis., Baseline and Week 24|Plasma Concentration of Macitentan and Aprocitentan, Plasma concentration of macitentan and active metabolite (aprocitentan) at all assessed timepoints will be reported., Day 1 and Week 12|Change from Baseline to all Assessed Timepoints in Exercise Capacity (6MWD, as Measured by the 6MWT), Change from baseline to all assessed timepoints in exercise capacity (6MWD, as measured by the 6MWT) will be reported., Baseline up to Week 52|Change from Baseline to all Assessed Timepoints in Dyspnea on Exertion Assessed by the Borg CR10 Scale, Dyspnea on exertion will be assessed by the Borg CR10 scale. The scale is used to assess how strong participant's perception of dyspnea and level of exertion is. It ranges from ""Very weak"", that is 1, to ""Extremely strong"", that is 10. If perception or feeling is stronger than 10, ""Maximal"" - it can vary beyond 10, example, 12 or still higher (that's why ""Absolute maximum"" is marked with a dot ""ΓÇó"")., Baseline up to Week 52|Change from Baseline to all Assessed Timepoints in Physical Activity as Measured by Accelerometry, Change from baseline to all assessed timepoints in physical activity as measured by accelerometry will be reported. The physical activity (counts/minute) of the participant is assessed via accelerometer. It is used as a tool to assess functional capacity, disease severity, and prognosis., Baseline up to Week 52|Improvement in WHO FC from Baseline to all Assessed Timepoints, Improvement in WHO FC from baseline to all assessed timepoints will be reported., Baseline up to Week 52|Improvement in Panama FC from Baseline to all Assessed Timepoints, Improvement in Panama FC from baseline to all assessed timepoints will be reported., Baseline up to Week 52|Percent Change from Baseline in Plasma NT-proBNP at Each Timepoint of Assessment, Percent change from baseline in plasma NT-proBNP at each timepoint of assessment will be reported., Baseline up to Week 52|Percent Change from Baseline in TAPSE Measured by Echocardiography to all Assessed Timepoints, Percent change from baseline in TAPSE measured by echocardiography to all assessed timepoints will be reported., Baseline up to Week 52|Percent Change from Baseline in LVEI Measured by Echocardiography to all Assessed Timepoints, Percent change from baseline in LVEI measured by echocardiography to all assessed timepoints will be reported., Baseline up to Week 52|Change from Baseline to all Assessed Timepoints in PedsQL 4.0 Generic Core Scales Short Form (SF-15), Change from baseline to all assessed timepoints in PedsQL 4.0 Generic Core Scales Short Form (SF-15) will be reported., Baseline up to Week 52|Number of Participants with Adverse Events (AEs), An AE is any untoward medical event that occurs in a participant administered an investigational product, and it does not necessarily indicate only events with clear causal relationship with the relevant investigational product., Up to 3 years|Number of Participants with Serious Adverse Events (SAEs), An SAE is defined as any untoward medical occurrence that results in death, is life-threatening, requires inpatient hospitalization or prolongation of existing hospitalization, results in persistent or significant disability/incapacity, leads to a congenital anomaly/birth defect in the offspring of a participant, or is an important medical event., Up to 3 years|Number of Participants with AEs Leading to Premature Discontinuation of Macitentan, Number of participants with AEs leading to premature discontinuation of macitentan will be reported., Up to 3 years|Number of Participants with AEs of Special Interests (AESIs), Number of participants with AESIs will be reported. AESI in this study are: anemia/decreased hemoglobin level, edema/fluid retention, hepatic impairment/ alanine aminotransferase (ALT) and/or aspartate aminotransferase (AST) increase, and hypotension., Up to 3 years|Number of Participants with Clinical Safety Laboratory Abnormalities, Number of participants with clinical safety laboratory abnormalities (including serum chemistry, hematology, and urinalysis) will be reported., Up to 3 years|Number of Participants with Change from Baseline in Laboratory Parameters to all Timepoints of Assessments, Number of participants with change from baseline in laboratory parameters (including serum chemistry, hematology, and urinalysis) to all timepoints of assessments will be reported., Baseline up to 3 years|Number of Participants with Change from Baseline in Vital Signs to all Timepoints of Assessments, Number of participants with change from baseline in vital signs (including diastolic blood pressure \[DBP\], systolic blood pressure \[SBP\], and pulse rate \[PR\], height, and body weight) to all timepoints of assessments will be reported., Baseline up to 3 years|Number of Participants with Change from Baseline in Electrocardiogram (ECG) Parameters, Number of participants with change from baseline in ECG parameters will be reported., Baseline up to 3 years",,Janssen Pharmaceutical K.K.,,CHILD,PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CR109128|67896062PAH3001,
NCT02885012,Crossover Study From Macitentan or Bosentan Over to Ambrisentan,https://beta.clinicaltrials.gov/study/NCT02885012,Letairis,TERMINATED,YES,Pulmonary Arterial Hypertension,DRUG: Ambrisentan,"Change in Stroke Volume, Echocardiography is used to estimate the stroke volume, or the amount of blood ejected from the heart with each beat. An average over three beats is used for the estimate and is reported as ml/beat., Baseline and 24 Weeks","Change in EmPHasis-10 Score, Questionnaire-. The questionnaire is designed to determine how pulmonary hypertension affects the patient's life by asking 10 questions which address breathlessness, fatigue, control, and confidence. emPHasis-10 consists of 10 items which address breathlessness, fatigue, control and confidence. Each item is scored on a semantic differential six-point scale (0-5), with contrasting adjectives at each end. A total emPHasis-10 score is derived using simple aggregation of the 10 items. emPHasis-10 scores range from 0 to 50, higher scores indicate worse quality of life., Baseline and 24 Weeks|Disease Status as Measured by Change in Biomarker, NT-proBNP Biomarker: BNP is released from cardiac cells in response to increased pressure. The higher the value the worse the disease status., Baseline and 12 Weeks",,Medical University of South Carolina,Ochsner Health System,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,46009,Study Protocol and Statistical Analysis Plan
NCT05649748,"A Study to Assess the Safety, Tolerability, and Effectiveness of the Long-Term Use of Treprostinil Palmitil Inhalation Powder (TPIP) in Participants With Pulmonary Arterial Hypertension (PAH)",https://beta.clinicaltrials.gov/study/NCT05649748,,RECRUITING,NO,Pulmonary Arterial Hypertension,DRUG: Treprostinil Palmitil|DRUG: Placebo,"Number of Participants Who Experience at Least one Treatment Emergent Adverse Event (TEAE) and TEAEs by Severity, From screening up to last follow up visit (Up to approximately 26 months)","Absolute Change From Pre-Open Label Extension (OLE) Baseline in 6-Minute Walk Distance (6MWD), Pre-OLE baseline (baseline of the lead-in TPIP study), Months 6, 12, 18, and24|Relative Change From Pre-OLE Baseline in 6MWD, Pre-OLE baseline (baseline of the lead-in TPIP study), Months 6, 12, 18, and 24|Change From Pre-OLE Baseline in the Concentration of N-Terminal Fragment B-Type Natriuretic Peptide (NT-proBNP) in Blood, Pre-OLE baseline (baseline of the lead-in TPIP study), Months 6, 12, 18, and 24|Change From Pre-OLE Baseline in the Registry to Evaluate Early and Long-Term PAH Disease Management (REVEAL) Lite 2.0 Score, Pre-OLE baseline (baseline of the lead-in TPIP study), Months 6, 12, 18, and 24|Change From Pre-OLE Baseline in New York Heart Association/ World Health Organization (NYHA/WHO) Functional Capacity Class, Pre-OLE baseline (baseline of the lead-in TPIP study), Months 6, 12, 18, and 24|Annualized Clinical Worsening Event Rate, Annualized clinical worsening event rate is defined as the total number of clinical worsening events that occurred during the treatment period divided by the total number of participant-years during the treatment period. Clinical worsening events are one of the following: All-cause death, or onset of TEAE with a fatal outcome occurring Γëñ 14 days after study drug discontinuation; Hospitalization for right heart failure (for \> 48 hours), heart-lung or lung transplant, or atrial septostomy; Addition (or increase in dose) of specified PAH-specific medications; Combined occurrence of events including ΓëÑ20% decrease in 6MWD, worsening WHO/NYHA functional capacity class, and appearance of or worsening of signs/symptoms of right heart failure from baseline., Baseline up to Month 24 or early discontinuation",,Insmed Incorporated,,"ADULT, OLDER_ADULT",PHASE2|PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,INS1009-203|2022-001951-18,
NCT00046319,Study of BSF 208075 Evaluating Exercise Capacity in Patients With Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT00046319,,COMPLETED,NO,Pulmonary Hypertension,DRUG: BSF 208075,Change from baseline to Week 12 in six minute walk distance,Change from baseline to Week 12 in:|Borg Dyspnea Index|WHO Functional Classification|Subject Global Assessment,,Gilead Sciences,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,AMB-220,
NCT01523548,Carbon Monoxide Therapy for Severe Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT01523548,CO in PAH,WITHDRAWN,NO,"Hypertension, Pulmonary",DRUG: Carbon Monoxide,"Evidence of a 20% decrease in pulmonary vascular resistance post-therapy when compared to pre-therapy value, At baseline and after 16 weeks","Effect of 16-weeks CO inhalation on other pulmonary and systemic hemodynamic parameters, 16 weeks|Effect of 16-weeks CO inhalation on functional capacity assessed by six-minute walk test, 16 weeks|Effect of 16-weeks CO inhalation on Brain Natriuretic Peptide levels, 16 weeks|Effect of 16-weeks CO inhalation on right ventricular echocardiographic parameters, 16 weeks|Effect of 16-weeks CO inhalation on acute pulmonary vasoreactivity, 16 weeks",,University of Illinois at Chicago,"National Institutes of Health (NIH)|National Heart, Lung, and Blood Institute (NHLBI)","ADULT, OLDER_ADULT",PHASE1|PHASE2,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-06425|K23HL098454,
NCT01288651,Iron Deficiency In Pulmonary Hypertension,https://beta.clinicaltrials.gov/study/NCT01288651,,UNKNOWN,NO,Idiopathic Pulmonary Arterial Hypertension,DRUG: Ferricarboxymaltose,"six-minute walking distance, The primary endpoint is improvement in six-minute walking distance, 12 weeks","Serum iron parameters, Serum iron parameters and inflammatory parameters are measured, 0 and 12 weeks|Exercise capacity, Cardiopulmonary exercise testing is performed to measure maximal exercise capacity and exercise endurance time., 0 and 12 weeks|Quadriceps muscle function, A biopsy from the quadriceps muscle is taken for histochemical analysis, myoglobin measurements and muscle fiber strength characteristics, 0 and 12 weeks|Cardiac Function, A cardiac MRI is performed to measure cardiac function, 0 and 12 weeks|Quality of life, Quality of life and NYHA functional class is established., 0 and 12 weeks",,"Amsterdam UMC, location VUmc",Vifor Pharma,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2010-247,
NCT00190333,Serotonin Transporter Inhibitor Escitalopram in Pulmonary Hypertension,https://beta.clinicaltrials.gov/study/NCT00190333,,COMPLETED,NO,Pulmonary Hypertension,DRUG: escitalopram,"To evaluate the efficacy of oral escitalopram at the dosage of 30 mg/day on the 6-minute walking test in patients with pulmonary hypertension, for 16 weeks","To evaluate the efficacy of escitalopram in improving hemodynamic parameters (right heart catheterization; decision of doing right heart catheterization belonging to the investigators), after 16 weeks|To evaluate the efficacy of escitalopram in improving the New York Heart Association (NYHA) class, after 16 weeks|To evaluate the efficacy of escitalopram in improving the dyspnea (visual analog scale), after 16 weeks|To evaluate the efficacy of escitalopram in improving the quality of life, after 16 weeks|To evaluate the efficacy of escitalopram in reducing exacerbations of signs or symptoms of the disease that would otherwise require hospital admission or treatment intensification, particularly treatment with bosentan or IV administration of epoprostenol, after 16 weeks|To evaluate the safety of escitalopram, alone or on top of associated drugs, after 16 weeks",,Assistance Publique - H├┤pitaux de Paris,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",P020305,
NCT03068130,Extended Access Program to Assess Long-term Safety of Bardoxolone Methyl in Patients With Pulmonary Hypertension RANGER,https://beta.clinicaltrials.gov/study/NCT03068130,RANGER,TERMINATED,NO,Pulmonary Hypertension,DRUG: Bardoxolone methyl,"Long-term Safety, Long-term Safety as Measured by Incidence of Adverse Events During the maximum study duration of 5 years, Up to 5 years (December 2021)",,,"Reata Pharmaceuticals, Inc.",,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,RTA 402-C-1602,
NCT00310830,Efficacy and Safety of Bosentan in Sickle Cell Disease (SCD) Patients With Pulmonary Arterial Hypertension (PAH),https://beta.clinicaltrials.gov/study/NCT00310830,,TERMINATED,NO,Pulmonary Hypertension,DRUG: Bosentan,"Change from Baseline to End of Study in 6MWT distance. A mean difference from placebo of at least 35 m is considered clinically relevant., 16 weeks","Time to clinical worsening from Baseline to EOS., 16 weeks",,Actelion,,"CHILD, ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",AC-052-368|ASSET-1,
